Testing methods
TotalAmount ; 0.000000 ; 1.000000
TotalAmount ; 33.300000 ; 34.300000
TotalAmount ; 66.600000 ; 67.600000
TotalAmount ; 99.900000 ; 100.900000
TotalAmount ; 133.200000 ; 134.200000
TotalAmount ; 0.000000 ; 1.000000
TotalAmount ; 33.300000 ; 34.300000
TotalAmount ; 66.600000 ; 67.600000
TotalAmount ; 99.900000 ; 100.900000
TotalAmount ; 133.200000 ; 134.200000
Linear ; 0.500000 ; 317.385358 ; 8178.291729 ; 14028.351915
Linear ; 0.600000 ; 349.900379 ; 16800.213142 ; 15098.637514
Linear ; 0.600000 ; 279.546659 ; 28005.671390 ; 25169.173575
Linear ; 0.600000 ; 315.985977 ; 17785.129338 ; 15983.798464
Linear ; 0.700000 ; 347.640384 ; 7983.038111 ; 16568.780957
Linear ; 0.700000 ; 271.807613 ; 13077.607303 ; 27142.549970
Linear ; 0.700000 ; 323.653765 ; 8877.072427 ; 18424.347539
Linear ; 0.800000 ; 335.060457 ; 14926.400778 ; 19417.565364
Linear ; 0.800000 ; 274.362425 ; 22335.261649 ; 29055.658457
Linear ; 0.800000 ; 307.707592 ; 16202.565705 ; 21077.712123
Linear ; 0.900000 ; 346.638447 ; 16904.473531 ; 22848.716040
Linear ; 0.900000 ; 292.563029 ; 22823.052118 ; 30848.487298
Linear ; 0.900000 ; 318.183303 ; 17715.531687 ; 23944.972452
Linear ; 0.920000 ; 370.892231 ; 11048.753629 ; 23637.422047
Linear ; 0.920000 ; 262.615747 ; 14589.919333 ; 31213.301741
Linear ; 0.920000 ; 320.401554 ; 11717.412172 ; 25067.933100
Linear ; 0.940000 ; 364.056266 ; 16544.198722 ; 24496.074579
Linear ; 0.940000 ; 275.444630 ; 21273.626094 ; 31498.674558
